grouping,dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score,"",Site_Name,Other_Name,Last_Updt,Commodity,MinReg_ID,Remarks,Approx_Lon,Approx_Lat,Loc_Pt,Loc_Poly,GeolMinOcc,Resources,Production,History,Dep_Model,Descr_Sum
614,10044386,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044386,M231796,,Buckeye Mine,38.98492,-117.25954,NA,United States,Nevada,Nye,B,"Gold, Barium-Barite",,"Lead, Zinc, Silver, Tungsten",Unknown,Vein,S,Past Producer,"Barite, Galena, Gold, Scheelite, Sphalerite, Tetrahedrite",,,"IRREGULAR BUNCHES, POCKETS",Underground,85: Polymetallic veins,,,,Along Steeply Westward Dipping Shear Zones On The Hanging Wall.,"Wong, George (Roberts, Ralph), La Pointe, D.D. (Tingley, J.V.)",,Limestone,,Diorite,,,"KRAL, V.E., 1951, MINERAL RESOURCES OF NYE CO.:  NBMG BULL 50, P. 188-189.KLEINHAMPL, F.J. AND ZIONY, J.I., GEOLOGY AND MINERAL DEPOSITS OF NORTHERN NYE CO.:  NEV. BUR. OF MINES AND GEOLOGY, BULLETIN, IN PRESS.TINGLEY, J.V.,1981, FIELD EXAMINATION.",,,,,,,,,B,,,,,,,,,,,,,,,,,
614,10044393,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044393,M231805,,New Moose Property,38.97659,-117.25482,NA,United States,Nevada,Nye,M,,,Tungsten,Unknown,Contact Metamorphic,N,Occurrence,Scheelite,,,DISSEMINATED,,,,,,,"Wong, George (Roberts, Ralph)",,Limestone,,Granite,,,"KLEINHAMPL, F.J. AND ZIONY, J.I., GEOLOGY AND MINERAL DEPOSITS OF NORTHERN NYE CO.:  NEV. BUR. OF MINES AND GEOLOGY, BULLETIN, IN PRESS",,,,,,1950,,Kenneth Rogers,D,,,,,,,,,,,,,,,,,
614,10295510,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10295510,,320230023,New Moose Mine,38.97602,-117.25873,NA,United States,Nevada,Nye,M,Silver,,"Lead, Gold, Zinc",Surface-Underground,,,Past Producer,,,,,,,,,"New Moose, Moose Claim, New Moose Tungsten Mine Property, Buckeye Mine, New Moose Claim",,"Lipton, David A.",,,,,,,"NEVADA BUREAU OF MINES & GEOLOGY BULLETIN 105, 1988,P. 153-154.EMMONS, S.F., 1869, MINING AND MILLING AT REESE RIVER, INKING, CLARENCE, REPORT OF THE GEOLOGICAL EXPLORATION OFTHE FORTIETH PARARREL:  PROFESSIONAL PAPERS OF THEENGINEER DEPARTMENT, U.S. ARMY, NO. 18, SECTION III,P. 383.NEVADA BUREAU OF MINES & GEOLOGY BULLETIN 99B, 1984,P. 198, 205-207.UNPUBLISHED REPORT, AREAS OF DEVELOPMENT INTEREST IN THATPART OF THE TOIYABE RANGE, NEVADA, ADMINISTERED ASTOIYABE NATIONAL FOREST.",,1953,,,,,,,C,,,,,,,,,,,,,,,,,
615,10014341,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014341,D011072,,North Star,38.06661,-117.22592,NA,United States,Nevada,Nye,M,Tungsten,,,Unknown,,S,Past Producer,Wolframite,,,,,,,,Starlight,,"Bishop, Blaskowski, Michael J. (Elliott, James E.)",,,,,,,"NBM BULL, STAGER, H.K. (IN PREP JAN 1984)NBM BULL, STAGER, H.K. (IN PREP JAN. 1984)",,,,,,,,,D,,,,,,,,,,,,,,,,,
615,10149654,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149654,,320230025,North Star,38.07244,-117.22402,NA,United States,Nevada,Nye,M,Tungsten,,"Silver, Gold",Underground,,,Past Producer,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"NEV BUR OF MINES BULL 51, 1953, P56USGS PROF PAPER 42, 1905, PP177-178",,,,,,,,,D,,,,,,,,,,,,,,,,,
616,10014328,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014328,D011051,,Old Reveille Tailings,38.03328,-116.18422,NA,United States,Nevada,Nye,M,Tungsten,,,Unknown,,S,Past Producer,,,,,,,,,Gila Mine ?,,"Bishop, Blaskowski, Michael J. (Elliott, James E.)",,,,,,,"NBM BULL, STAGER, H.K. (IN PREP JAN. 1984)NBM BULL, STAGER, H.K. (IN PREP JAN 1984)",,,,,,,,,D,,,,,,,,,,,,,,,,,
616,10198476,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10198476,,320230027,Old Reveille,38.03075,-116.16809,NA,United States,Nevada,Nye,M,Tungsten,,,Unknown,,,Past Producer,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
617,10037025,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10037025,M030041,,New Year Group,38.94992,-117.2676,NA,United States,Nevada,Nye,M,Tungsten,,"Molybdenum, Manganese",Unknown,Contact Metamorphic,S,Past Producer,"Molybdenite, Scheelite",,,"DISSEMINATED, SHOOT, POD",,,,,"Ophir Group, Warfield Claim, Tungsten View Claim, Loring Claim, Bobby Mine",No Information,"Theodore, Ted G., Wong, George (Roberts, Ralph)",,Calc-Silicate Schist,,Granite,,,"SCHILLING, JH, 1964, TUNGSTEN IN MINERAL AND WATER RESOURCES OF NEVADA:  NBMG BULL. 65.KLEINHAMPL, F.J. AND ZIONY, J.I., GEOLOGY AND MINERAL DEPOSITS OF NORTHERN NYE CO.:  NEV. BUR. OF MINES AND GEOLOGY, BULLETIN, IN PRESS.SCHILLING, 1964, P. 159",,,,,,,,,C,,,,,,,,,,,,,,,,,
617,10106932,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106932,M234160,,Reeves Mining Co Tungsten Mine,38.94409,-117.2676,NA,United States,Nevada,Nye,M,Tungsten,,,Unknown,,S,Producer,Scheelite,,,,,,,,"Opmir Tungsten, Bobby Bottom Property, Warfield?",,"La Pointe, D. D.",,,,,,,"SEPT. 6, 1974, TONOPAH TIMES BONANZA, ""OPHIR TUNGSTEN PLANT ROLLING""",,,,,,,,,C,,,,,,,,,,,,,,,,,
617,10198375,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10198375,,320230008,Bobbie #4 Mine & Mill,38.94382,-117.24513,NA,United States,Nevada,Nye,M,Tungsten,,,Underground,,,Past Producer,,,,,,,,,"Bobby, Bobby #4, Dutch, Knat, Loring, New York, Warfield, Butch, Newmont Lease, Centipede, Coco-Mo, Reeves Mining Co. Property",,"Ridenour, James",,,,,,,"NEV. DIV. MINE INSPECTION, 1976, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALAENDAR YEAR 1975, P. 52.NEV. DIV. MINE INSPECTION, 1979, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1978, P. 43.NEV. BUREAU OF MINES AND GEOL. BULLETIN 105, 1988, P. 154.",,1953,,,,,,,C,,,,,,,,,,,,,,,,,
618,10222531,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10222531,D001288,320230040,Tonopah Pegleg,38.15774,-117.18842,NA,United States,Nevada,Nye,M,Tungsten,,,Unknown,,,Unknown,,,,,,,,,Greenstock,,Western Field Operations Center (WFOC),,,,,,,"UNIV OF NEV BULL, GEOL & MIN SERIES NO. 5, 1951, P. 173USGS MINERA INVEST RESOURCES MAP, MR-25, 1962GSA BULL, VOL. 51, 1940, PP. 1359-1389",,,,,,,,,D,,,,,,,,,,,,,,,,,
619,10014326,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014326,D011049,,Ray Ricketts Mine,38.96659,-117.89678,NA,United States,Nevada,Nye,M,"Gold, Tungsten",,,Unknown,,S,Past Producer,Scheelite,,,,,,,,,,"Bishop, Blaskowski, Michael J. (Elliott, James E.)",,Diorite,,Diorite,,,"NBM BULL, STAGER, H.K. (IN PREP JAN 1984)",,,,,,,,,D,,,,,,,,,,,,,,,,,
619,10246814,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10246814,,320230029,Ray Ricketts,38.95822,-117.90095,NA,United States,Nevada,Nye,M,Tungsten,,,Unknown,,,Past Producer,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,WFOC MINERAL PROPERTY FILE 0320230029.,,,,,,,,,D,,,,,,,,,,,,,,,,,
62,10188297,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188297,,60190275,Twin Lake Occurences,37.30434,-119.15426,NA,United States,California,Fresno,M,Tungsten,,,Unknown,,,Occurrence,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"CJMG V 38,NOS 3-4,1942,P 279-281, 314,PL 7;SR 35,P 79",,,,,,,,,D,,,,,,,,,,,,,,,,,
620,10014354,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014354,D011089,,Red Top Claim,38.69993,-117.06759,NA,United States,Nevada,Nye,M,Gold,,"Tungsten, REE, Copper",Unknown,Placer,S,Past Producer,"Gold, Huebnerite, Monazite",,,,,,,,,,"Bishop, Blaskowski, Michael J. (Elliott, James E.)",,,,,,,"NBM BULL, STAGER, H.K. (IN PREP. JAN. 1984)",,,,,,,,,D,,,,,,,,,,,,,,,,,
620,10044338,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044338,M231738,,Placer Monazite,38.69132,-117.0637,NA,United States,Nevada,Nye,M,,,"Tungsten, REE, Copper",Unknown,Placer,N,Occurrence,"Copper, Huebnerite, Monazite",,,,,,,,Red Top Claim,,"Wong, George (Roberts, Ralph)",,Gravel,,,,,"GARSIDE, L.J., 1973, RADIOACTIVE MINERAL OCCURRENCES IN NEVADA:  NEV. BUR. OF MINES AND GEOL., BULL. 81, P. 88",,,,,,,,,C,,,,,,,,,,,,,,,,,
621,10069298,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10069298,W002891,,Round Mountain Gold Mine,38.70382,-117.07814,NA,United States,Nevada,Nye,B,"Gold, Silver",,"Arsenic, Antimony, Thallium, Mercury, Molybdenum, Fluorine-Fluorite, Manganese, Tungsten",Unknown,,M,Producer,Electrum,"Alunite, Fluorite, Hematite, Illite, Jarosite, Kaolinite, Limonite, Montmorillonite, Pyrite, Quartz, Realgar, Sericite",,"TABULAR, MUSHROOM",Surface/Underground,104: Hot-spring Au-Ag,See Comments,"Oxidiation Of Sulfides To Depths As Great As 400 M.  K-Ar Age Dates On Alunite From Three Separate Localities Yielded Ages Of 10.2, 0.2, 9.8, 0.2, And 9.5, 0.4 Ma Recording An Early Pliocene Period Of Supergene Alteration.","Sunnyside Mine, Sphinx Glory Hole, Great Western Tunnel, Rattlesnake, Keane Vein, Los Gazabo Vein","Ring Fracture Zone Associated With The Unmapped Buried Caldera.  Au Deposition Is Controlled By High-Angle Fractures, Particularly The Nw-Trending Sets. Fracures Were Reactivated By Strike-Slip Faulting (Nw).","Smith, Martha R., Wong, George (Roberts, Ralph), La Pointe, D.D., Phinisey, J. D. (Marcus, S.), Li, Zhiping (Moyer, Lorre A.)",Rhyolitic Ash-Flow Tuffs,Rhyolite,Shoshone Granite Pluton;;Metasedimentary Rocks,Rhyolite,"Nw Lineament Seen As Disruption In N-S Trends Of Toquima And Toiyabe Ranges, Nw-Striking Faults And Joints; Wnw-Trending Paleotopographic High, May Represent Margin Of Buried Caldera Located Sw Of Round Mountain",,"RANSOME, F.L., 1909, ROUND MOUNTAIN:  U.S. GEOLOGICAL SURVEY BULLETIN 380, P. 44-47.KLEINHAMPL, F.J., AND ZIONY, J.I.,19854, MINERAL RESOURCES OF NORTHERN NYE CO.:  NEVADA BUREAU OF MINES AND GEOLOGY, BULLETIN 99B.FERGUSON, H.G., 1921, ROUND MOUNTAIN DISTRICT:  U.S. GEOLOGICAL SURVEY BULLETIN 725-I, P. 383-406.BERGER, B.R., TINGLEY, J.V., FILIPEK, L.H., AND NEIGHBOR, J., PROCESSES CONTROLLING TRACE-ELEMENT PATTERNS IN HOT SPRINGS-RELATED GOLD-SILVER DEPOSITS IN LATE OLIGOCENE VOLCANIC ROCKS, ROUND MOUNTAIN, NEVADA:  UNPUBLISHED REPORT, NEVADA BUREAU OF MINES AND GEOLOGY FILES.SKILLINGS, D.N., JR., SKILLINGS MINING REVIEW, MARCH 3, 1979, P. 8-17.SILBERMAN, M.L., SHAWE, D.R., KOSKI, R.A., AND GODDARD, B.B., 1975, K-AR AGES OF MINERALIZATION AT ROUND MOUNTAIN AND MANHATTAN, NYE COUNTY, NEVADA:  ISOCHRON WEST, V. NO. 13, P. 1-2.WALL STREET JOURNAL, 1982, JANUARY 5, 1982, ""LOUISIANA LAND BOOSTS ESTIMATES OF GOLD RESERVES.""NEVADA BUREAU OF MINES AND GEOLOGY MI-1987.GSN PRECIOUS METALS SYMPOSIUM, 1987, FIELDTRIP GUIDEBOOK, P. 130; TECHNICAL VOLUME, P. 375.MINING JOURNAL, MONTAGU MINING FINANCE, MINING DATABASE, 8/10/91.TINGLEY, J.V., AND BERGER, B.R., 1985, LODE-GOLD DEPOSITS OF ROUND MOUNTAIN, NEVADA:  NEVADA BUREAU OF MINES AND GEOLOGY BULLETIN 100, 62 P.CAVENDER, W.S., AND PURDY, C.P., 1985, THE MAKING OF THE ROUND MOUNTAIN MINE, IN HOLLISTER, V.F., ED., DISCOVERIES OF EPITHERMAL PRECIOUS METAL DEPOSITS, SOCIETY OF MINING ENGINEERS OF AIME, NEW YORK, P. 101-104.MILLS, B.A., 1985, GEOLOGY OF THE ROUND MOUNTAIN GOLD DEPOSIT:  NYE COUNTY, NEVADA, IN HOLLISTER, V.F., ED., DISCOVERIES OF EPITHERMAL PRECIOUS METAL DEPOSITS, SOCIETY OF MINING ENGINEERS OF AIME, NEW YORK, P. 104-114.SANDER, M., AND EINAUDI, M., 1987, THE ROUND MOUNTAIN GOLD-SILVER MINE, NYE COUNTY, NEVADA, IN JOHNSON, J., ED., BULK MINEABLE PRECIOUS METAL DEPOSITS-GUIDEBOOK FOR FIELD TRIPS, THE GEOLOGICAL SOCIETY OF NEVADA, RENO, P. 130-135.ARGALL, G.O., 1985, HEAP LEACHING SMOKY VALLEY GOLD, ENGINEERING AND MINING JOURNAL, V. 186, NO. 12, P. 18-23.SANDER, M., 1988, GEOLOGIC SETTING AND THE RELATION OF EPITHERMAL GOLD-SILVER MINERALIZATION TO WALL ROCK ALTERATION AT THE ROUND MOUNTAIN MINE, NYE COUNTY, NEVADA, IN SCHAFER, R., ET AL, EDS., BULK MINEABLE PRECIOUS METAL DEPOSITS OF THE WESTERN UNITED STATES, THE GEOLOGICAL SOCIETY OF NEVADA, RENO, P. 375-416.FERGUSON, H.G., AND CATHCART, S.H., 1954, GEOLOGY OF THE ROUND MOUNTAIN QUAD., NEVADA:  U.S. GEOLOGICAL SURVEY GEOLOGICAL QUADRANGLE MAP GQ-40.KOSCHMANN, A.H., AND BERGENDAHL, M.H., 1968, PRINCIPAL GOLD PRODUCING DISTRICTS OF THE UNITED STATES:  U.S. GEOLOGICAL SURVEY PROFESSIONAL PAPER 610, P. 193-194.ECHO BAY MINES LTD., 1988, ANNUAL REPORT FORM 10-K FOR 1987.NBMG, 1994, MI-1993ECHO BAY MINES 1993 ANNUAL REPORTNEVADA DEPT. OF MINERALS, 19941909 GEOLMAP RANSOME, USGS BULL. 3801954 GEOLMAP FERGUSON AND CATHCART, USGS GQ-401921 GEOLMAP FERGUSON, USGS BULL. 725-1ALBINO, GEORGE, 1993,WRITTEN COMMUNICATIONO S. MARCUS, APRIL 30, 1993BRUCE VEEK, 1993, WRITTEN COMMUNICATION TO S. MARCUS, REVISING THIS MRDS RECORD. VEEK IS SENIOR GEOLOGIST AT ROUND MOUNTAIN (4/93).1923 COMPILE LINCOLN: NEVADA NEWSLETTER PUBLISHING COMPANY1988-1990 ANNUAL PRODUCTION: MINING JOURNAL/MONTAGU MINING FINANCE, MINING DATABASE, 8/10/91.1910-1920 CUMULATIVE PRODUCTION: FERGUSON, H.G., 1921, ROUND MOUNTAIN DISTRICT: U.S. GEOLOGICAL SURVEY BULLETIN 725-I, P. 383-406.1906-1969 CUMULATIVE PRODUCTION:  TINGLEY, J.V.,  AND BERGER, B.R., 1985, LODE GOLD DEPOSITS OF ROUND MOUNTAIN, NEVADA:  NBMG BULLETIN 100, 62 P.1977-1981 CUMULATIVE PRODUCTION:  MILLS, B.A., 1985, GEOLOGY OF THE ROUND MOUNTAIN GOLD DEPOSIT: NYE COUNTY, NEVADA, IN HOLLISTER, V.F., ED., DISCOVERIES OF EPITHERMAL PRECIOUS METAL DEPOSITS, SOCIETY OF MINING ENGINEERS OF AIME, NEW YORK, P. 104-114.1982-1987 CUMULATIVE PRODUCTION: ECHO BAY MINES LTD., 1988, ANNUAL REPORT FORM 10-K FOR 1987.1988-1990 CUMULATIVE PRODUCTION: MINING JOURNAL/MONTAGU MINING FINANCE, MINING DATABASE, 8/10/91. NBMG MI-1993NEVADA BUREAU OF MINES AND GEOLOGY MI-1987; SKILLINGS MINING REVIEW, MARCH 3, 1979; WALL STREET JOURNAL, JANUARY 5, 1982. NBMG MI-1993",,1906,,,,1906,1906-1942; 1977-PRESENT (4/93),John Stebbins And Frank Dixon,A,,,,,,,,,,,,,,,,,
621,10310392,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310392,M321740,,Round Mountain Gold Mine,38.70382,-117.07814,NA,United States,Nevada,Nye,B,"Gold, Silver",,"Arsenic, Antimony, Thallium, Mercury, Molybdenum, Fluorine-Fluorite, Manganese, Tungsten",Surface-Underground,disseminations; veins; sheeted zones,M,Producer,"Gold, Electrum, Pyrite, Quartz, Adularia, Sericite, Hematite, Limonite, Alunite, Jarosite, Illite, Montmorillonite, Kaolinite, Fluorite, Realgar, Scorodite",Clay,,"tabular, mushroom",,104: Hot-spring Au-Ag,"Propylitization and argillization of host rocks are intense.  Adularia replacement of K-feldspars and plagioclase is associated with ore.  Plagioclase and groundmass are replaced with quartz and sericite.   Within propylitically altered rock, biotite is partially or wholly altered to chlorite.  Groundmass is altered to chlorite +/- clay +/- carbonate+/- epidote.  Plagioclase phenocrysts are altered to sericite (illite) as small points, clots, and veinlets along cleavage planes.  Argillically altered rock contains no unaltered biotite or plagioclase, both phases being altered to clay (illite, montmorillonite, kaolinite) and sericite.  Groundmass is entirely composed of fine-grained clays and sericite.  Quartz-adularia silicification is widespread along the veins. Degree of silicification, sericite + argillic alteration increases with (higher) elevation. Fine-grained secondary quartz has replaced original plagioclase feldspars, occurs as clots in the groundmass, and as hairline veinlets that lace the rock.","There is strong oxidation of sulfides to depths as great as 400 meters.  K-Ar age dates on alunite from three separate localities yielded ages of 10.2 +/- 0.2, 9.8 +/- 0.2, and 9.5+/-  0.4 Ma recording an early Pliocene period of supergene alteration.","Sunnyside Mine, Sphinx Glory Hole, Great Western Tunnel, Rattlesnake, Keane Vein, Los Gazabo Vein","There is a ring fracture zone associated with a buried caldera. Gold deposition is controlled by high-angle fractures, particularly the NW-trending sets. Fractures were reactivated by NW-trending strike-slip faulting.","LaPointe, D.D., Schruben, Paul G.",,"Ash-Flow Tuff,Metasedimentary Rock",Shoshone granite pluton,Granite,"NW lineament is seen as a disruption in N-S trends of Toquima and Toiyabe Ranges, Northwest-striking faults and joints; a WNW-trending paleotopographic high, may represent the margin of buried caldera located SW of Round Mountain.",,"Ransome, F.L., 1909, Round Mountain:  U.S. Geological Survey Bulletin 380, p. 44-47.Kleinhampl, F.J., and Ziony, J.I.,19854, Mineral Resources of Northern Nye Co.:  Nevada Bureau of Mines and Geology, Bulletin 99b.Ferguson, H.G., 1921, Round Mountain District:  U.S. Geological Survey Bulletin 725-I, p. 383-406.Berger, B.R., Tingley, J.V., Filipek, L.H., and Neighbor, J., Processes controlling trace-element patterns in hot springs-related gold-silver deposits in late Oligocene volcanic rocks, Round Mountain, Nevada:  unpublished report, Nevada Bureau of Mines and Geology Files.Skillings, D.N., Jr., Skillings Mining Review, March 3, 1979, p. 8-17.Silberman, M.L., Shawe, D.R., Koski, R.A., and Goddard, B.B., 1975, K-Ar ages of mineralization at Round Mountain and Manhattan, Nye County, Nevada:  Isochron West, vol. no. 13, p. 1-2.Wall Street Journal, 1982, January 5, 1982, ""Louisiana Land Boosts Estimates of Gold Reserves.""Nevada Bureau of Mines and Geology MI-1987-2004.GSN Precious Metals Symposium, 1987, Fieldtrip Guidebook, p. 130; Technical Volume, p. 375.Mining Journal, Montagu Mining Finance, Mining Database, 8/10/91.Tingley, J.V., and Berger, B.R., 1985, Lode-gold deposits of Round Mountain, Nevada:  Nevada Bureau of Mines and Geology Bulletin 100, 62 p.Cavender, W.S., and Purdy, C.P., 1985, The Making of the Round Mountain Mine, in Hollister, V.F., Ed., Discoveries of Epithermal Precious Metal Deposits, Society of Mining Engineers of AIME, New York, p. 101-104.Mills, B.A., 1985, Geology of the Round Mountain Gold Deposit:  Nye County, Nevada, in Hollister, V.F., Ed., Discoveries of Epithermal Precious Metal Deposits, Society of Mining Engineers of AIME, New York, p. 104-114.Sander, M., and Einaudi, M., 1987, The Round Mountain Gold-Silver Mine, Nye County, Nevada, in Johnson, J., Ed., Bulk Mineable Precious Metal Deposits-Guidebook for Field Trips, the Geological Society of Nevada, Reno, p. 130-135.Argall, G.O., 1985, Heap Leaching Smoky Valley Gold, Engineering and Mining Journal, vol. 186, no. 12, p. 18-23.Sander, M., 1988, Geologic setting and the relation of epithermal gold-silver mineralization to wall rock alteration at the Round Mountain Mine, Nye County, Nevada, in Schafer, R., Et Al, Eds., Bulk Mineable Precious Metal Deposits of the Western United States, the Geological Society of Nevada, Reno, p. 375-416.Ferguson, H.G., and Cathcart, S.H., 1954, Geology of the Round Mountain Quad., Nevada:  U.S. Geological Survey Geological Quadrangle Map Gq-40.Koschmann, A.H., and Bergendahl, M.H., 1968, Principal Gold Producing Districts of the United States:  U.S. Geological Survey Professional Paper 610, p. 193-194.Echo Bay Mines Ltd., 1988, Annual Report Form 10-K For 1987.Echo Bay Mines 1993 Annual ReportNevada Dept. of Minerals, 1994Long, K.R., DeYoung, J.H., Jr., and Ludington, S.D., 1998, Database of significant deposits of gold, silver, copper, lead, and zinc in the United States; Part A, Database description and analysis; part B, Digital database: U.S. Geological Survey Open-File Report 98-206, 33 p., one 3.5 inch diskette.David L. Emmons, Kinross Gold Company,  2006, Geology of the Round Mountain Gold Deposit, Nye County, Nevada; GSN meeting presentation - October, 2006, abstract.",,1906,,,,1906,1906-1942; 1977-present (2005),John Stebbins and Frank Dixon,A,,,,,,,,,,,,,,,,,
622,10040504,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10040504,M055310,,Scheebar Mine,38.8127,-117.81761,NA,United States,Nevada,Nye,B,Mercury,,"Tungsten, Fluorine-Fluorite",Unknown,,S,Past Producer,"Cinnabar, Fluorite, Scheelite","Feldspar, Garnet",,"BLANKET, LENTICULAR BODIES, SMALL PODSVEINS, DISSEMINATIONS",,,,,"North Star, Paradise Mine",,"Gassaway, Judith S., La Pointe, D.D. (Tingley, J.V.)",,Limestone,,Diorite,Folding; N-Trending Shear Zones,,"BAILEY, E. H., U. S. GEOLOGICAL SURVEY, PERSONAL FILESBAILEY, E.H., AND PHOENIX, D.A., 1944, QUICKSILVER DEPOSITS IN NEVADA:  NEV. BUR. OF MINES AND GEOL., BULL. 41, P. 140-141.VITALIANO AND CALLAGHAN, 1963, GEOLOGY OF THE PARADISE PEAK QUADRANGLE, NEVADA: USGS MAP GQ - 250.HOLMES, G.H., JR., 1965, MERCURY IN NEVADA, IN MERCURY POTENTIAL OF THE U.S.:  U.S. BUR. OF MINES, INF. CIRC. 8252, P. 278USBM UNPUB DATA",,,,,,1929,TO 1944,James 3'Brien,B,,,,,,,,,,,,,,,,,
622,10222527,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10222527,D001284,320230032,Scheebar,38.80992,-117.82034,NA,United States,Nevada,Nye,M,Tungsten,,Mercury,Underground,,,Past Producer,,,,,,,,,"North Star, Scheebar Mine",,Johnson,,,,,,,"NEV. BUREAU OF MINES BULLETIN 41, 1944, P. 140-141.GEOL. SOC. AMER. MEMOIR, 15, 1946, P. 34, 36, 65, 179-189.U.S. BUREAU OF MINES IC 8252, 1965, P. 278, 296.JOHNSON, F. L., 1991, MINES, PROSPECTS, AND MINERALOCCURRENCES IN THAT PART OF THE PARADISE RANGE, NV,ADMINISTERED AS TOIYABE NATIONAL FOREST:  U.S. BUREAU OF MINESOPEN-FILE REPORT MLA 4-91, APPENDIX A, FIGURE A-12;APPENDIX B, TABLES B-1 AND B-2, SAMPLES 528-530, 794,817.",,,,,,,,,C,,,,,,,,,,,,,,,,,
622,10247316,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10247316,,320230687,4 Winds Group,38.81682,-117.82514,NA,United States,Nevada,Nye,M,Tungsten,,,Surface,,,Past Producer,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"STATE INSPECTOR OF MINES, DIRECTORY OF NEVADA MINE OPERA-TIONS ACTIVE DURING 1977. NEVADA INDUSTRIAL COMMISSION,JUNE 30, 1978, P. 43.",,,,,,,,,D,,,,,,,,,,,,,,,,,
623,10014324,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014324,D011046,,Scratch Prospect,38.86659,-117.90094,NA,United States,Nevada,Nye,M,Tungsten,,,Unknown,Unknown,S,Occurrence,,,,,,,,,,,"Bishop, Blaskowski, Michael J. (Elliott, James E.)",,,,,,,"NBM BULL, STAGER, H.K. (IN PREP. JAN 1984)NBM BULL, STAGER, H.K. (IN PREP JAN 1984)",,,,,,,,,D,,,,,,,,,,,,,,,,,
624,10310495,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310495,M231742,,Shale Pit Mine,38.67743,-117.08342,NA,United States,Nevada,Nye,M,Gold,Silver,"Arsenic, Antimony, Tungsten",Surface,Carlin-type disseminated gold,S,Past Producer,"Gold, Pyrite, Calcite",Pyrite,,,,173: Sediment-hosted Au,Alteration consists of bleaching and argillization of tuffs.,local supergene enrichment of gold,"Gold Shale Claim, Slate Creek Deposit, Steigmeyer Property",Gold ore occurs along the sole of a thin thrust plate.,"Wong, George (Roberts, Ralph), La Pointe, D.D. (Tingley, J.V.), LaPointe, D.D., Schruben, Paul G.",Zanzibar Limestone,"Shale,Claystone,Limestone",,Welded Tuff,"Attitudes of axial planes of folds in the thrust plate trend N 80E, 70SE.",,"Shawe, D. R, 1977, Mineral Resource Potential of the Round Mountain Quadrangle,   USGS Map MF-834.Kleinhampl, F.J. and Ziony, J.I., Geology and Mineral Deposits of Northern Nye Co.:  Nev. Bur. of Mines and Geology, Bulletin.Foster, R. L. 1971, Gold Deposits at Slate Creek, Northern Nye County,Nevada: Econ. Geol.,vol. 66, p. 965-966Shawe, D.R., and Hoffman, J. D., 2003, Maps showing the distribution and abundance of gold, silver, mercury, arsenic, and antimony in rock samples from  part of the southern Toquima Range and adjacent areas, Nye Couty, Nevada; USGS Map MF 2327-C.Bonham, 1986, 1989, 1991Davis and Tingley, 1999Tingley and Quade, 1986United States Bureau of Land Management, 1978k, 1999aUnited States Bureau of Mines, 1995United States Geological Survey, 1971hTingley, 1998",,1950,,1971,,,,,B,,,,,,,,,,,,,,,,,
